MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20251230,MA,23.94,76.06,35.79,4.29,0.00,0.00,2025-12-30,2026-01-05,1
20251223,MA,36.71,63.29,28.33,4.29,0.00,0.00,2025-12-23,2025-12-29,1
20251216,MA,36.71,63.29,28.33,4.83,0.00,0.00,2025-12-16,2025-12-22,1
20251209,MA,47.55,52.45,28.36,0.00,0.00,0.00,2025-12-09,2025-12-15,1
20251202,MA,47.55,52.45,28.36,0.00,0.00,0.00,2025-12-02,2025-12-08,1
20251125,MA,47.55,52.45,28.36,0.00,0.00,0.00,2025-11-25,2025-12-01,1
20251118,MA,41.52,58.48,28.85,0.00,0.00,0.00,2025-11-18,2025-11-24,1
20251111,MA,39.41,60.59,29.82,0.00,0.00,0.00,2025-11-11,2025-11-17,1
20251104,MA,37.21,62.79,31.58,0.00,0.00,0.00,2025-11-04,2025-11-10,1
20251028,MA,25.15,74.85,42.80,0.00,0.00,0.00,2025-10-28,2025-11-03,1
20251021,MA,25.09,74.91,42.81,0.00,0.00,0.00,2025-10-21,2025-10-27,1
20251014,MA,16.35,83.65,42.33,0.00,0.00,0.00,2025-10-14,2025-10-20,1
20251007,MA,0.00,100.00,45.16,2.71,0.00,0.00,2025-10-07,2025-10-13,1
20250930,MA,0.28,99.72,26.11,2.12,0.00,0.00,2025-09-30,2025-10-06,1
20250923,MA,0.00,100.00,19.39,0.03,0.00,0.00,2025-09-23,2025-09-29,1
20250916,MA,32.94,67.06,16.01,0.00,0.00,0.00,2025-09-16,2025-09-22,1
20250909,MA,36.64,63.36,16.01,0.00,0.00,0.00,2025-09-09,2025-09-15,1
20250902,MA,36.56,63.44,15.22,0.00,0.00,0.00,2025-09-02,2025-09-08,1
20250826,MA,36.56,63.44,14.86,0.00,0.00,0.00,2025-08-26,2025-09-01,1
20250819,MA,34.42,65.58,5.42,0.00,0.00,0.00,2025-08-19,2025-08-25,1
20250812,MA,52.95,47.05,5.42,0.00,0.00,0.00,2025-08-12,2025-08-18,1
20250805,MA,78.85,21.15,4.98,0.00,0.00,0.00,2025-08-05,2025-08-11,1
20250729,MA,81.61,18.39,4.98,0.00,0.00,0.00,2025-07-29,2025-08-04,1
20250722,MA,83.26,16.74,4.98,0.00,0.00,0.00,2025-07-22,2025-07-28,1
20250715,MA,83.26,16.74,4.98,0.00,0.00,0.00,2025-07-15,2025-07-21,1
20250708,MA,71.72,28.28,4.98,0.00,0.00,0.00,2025-07-08,2025-07-14,1
20250701,MA,88.32,11.68,4.98,0.00,0.00,0.00,2025-07-01,2025-07-07,1
20250624,MA,92.80,7.20,3.61,0.00,0.00,0.00,2025-06-24,2025-06-30,1
20250617,MA,92.80,7.20,3.61,0.00,0.00,0.00,2025-06-17,2025-06-23,1
20250610,MA,92.80,7.20,3.61,0.00,0.00,0.00,2025-06-10,2025-06-16,1
20250603,MA,92.80,7.20,3.61,0.00,0.00,0.00,2025-06-03,2025-06-09,1
20250527,MA,92.80,7.20,3.61,0.00,0.00,0.00,2025-05-27,2025-06-02,1
20250520,MA,60.04,39.96,5.54,0.00,0.00,0.00,2025-05-20,2025-05-26,1
20250513,MA,37.95,62.05,12.48,0.00,0.00,0.00,2025-05-13,2025-05-19,1
20250506,MA,20.53,79.47,17.97,0.00,0.00,0.00,2025-05-06,2025-05-12,1
20250429,MA,7.35,92.65,48.79,0.00,0.00,0.00,2025-04-29,2025-05-05,1
20250422,MA,5.95,94.05,50.46,0.00,0.00,0.00,2025-04-22,2025-04-28,1
20250415,MA,5.95,94.05,50.51,0.00,0.00,0.00,2025-04-15,2025-04-21,1
20250408,MA,5.74,94.26,55.65,0.00,0.00,0.00,2025-04-08,2025-04-14,1
20250401,MA,0.00,100.00,56.26,0.00,0.00,0.00,2025-04-01,2025-04-07,1
20250325,MA,0.00,100.00,56.26,0.00,0.00,0.00,2025-03-25,2025-03-31,1
20250318,MA,0.00,100.00,55.82,0.00,0.00,0.00,2025-03-18,2025-03-24,1
20250311,MA,0.00,100.00,59.06,0.00,0.00,0.00,2025-03-11,2025-03-17,1
20250304,MA,0.00,100.00,64.09,22.82,0.00,0.00,2025-03-04,2025-03-10,1
20250225,MA,0.00,100.00,64.09,22.82,0.00,0.00,2025-02-25,2025-03-03,1
20250218,MA,0.00,100.00,64.09,22.82,0.00,0.00,2025-02-18,2025-02-24,1
20250211,MA,0.00,100.00,79.06,22.82,0.00,0.00,2025-02-11,2025-02-17,1
20250204,MA,0.00,100.00,78.46,22.82,0.00,0.00,2025-02-04,2025-02-10,1
20250128,MA,0.00,100.00,55.45,22.82,0.00,0.00,2025-01-28,2025-02-03,1
20250121,MA,0.00,100.00,55.45,22.82,0.00,0.00,2025-01-21,2025-01-27,1
20250114,MA,0.00,100.00,55.45,22.82,0.00,0.00,2025-01-14,2025-01-20,1
20250107,MA,0.00,100.00,55.45,22.82,0.00,0.00,2025-01-07,2025-01-13,1
20241231,MA,0.00,100.00,74.53,49.48,0.00,0.00,2024-12-31,2025-01-06,1
20241224,MA,0.00,100.00,74.53,52.93,0.00,0.00,2024-12-24,2024-12-30,1
20241217,MA,0.00,100.00,83.37,63.98,0.00,0.00,2024-12-17,2024-12-23,1
20241210,MA,0.00,100.00,90.75,83.03,23.61,0.00,2024-12-10,2024-12-16,1
20241203,MA,0.00,100.00,90.75,83.03,23.61,0.00,2024-12-03,2024-12-09,1
20241126,MA,0.00,100.00,90.75,83.03,26.57,0.00,2024-11-26,2024-12-02,1
20241119,MA,0.00,100.00,90.75,83.03,26.57,0.00,2024-11-19,2024-11-25,1
20241112,MA,0.00,100.00,83.42,67.66,0.00,0.00,2024-11-12,2024-11-18,1
20241105,MA,0.00,100.00,83.71,31.86,0.00,0.00,2024-11-05,2024-11-11,1
20241029,MA,16.28,83.72,70.01,13.61,0.00,0.00,2024-10-29,2024-11-04,1
20241022,MA,16.42,83.58,35.24,0.00,0.00,0.00,2024-10-22,2024-10-28,1
20241015,MA,16.42,83.58,17.19,0.00,0.00,0.00,2024-10-15,2024-10-21,1
20241008,MA,23.21,76.79,12.42,0.00,0.00,0.00,2024-10-08,2024-10-14,1
20241001,MA,23.14,76.86,3.92,0.00,0.00,0.00,2024-10-01,2024-10-07,1
20240924,MA,23.74,76.26,3.92,0.00,0.00,0.00,2024-09-24,2024-09-30,1
20240917,MA,86.28,13.72,0.00,0.00,0.00,0.00,2024-09-17,2024-09-23,1
20240910,MA,96.35,3.65,0.00,0.00,0.00,0.00,2024-09-10,2024-09-16,1
20240903,MA,96.35,3.65,0.00,0.00,0.00,0.00,2024-09-03,2024-09-09,1
20240827,MA,96.93,3.07,0.00,0.00,0.00,0.00,2024-08-27,2024-09-02,1
20240820,MA,96.92,3.08,0.00,0.00,0.00,0.00,2024-08-20,2024-08-26,1
20240813,MA,96.92,3.08,0.00,0.00,0.00,0.00,2024-08-13,2024-08-19,1
20240806,MA,79.14,20.86,3.04,0.00,0.00,0.00,2024-08-06,2024-08-12,1
20240730,MA,75.10,24.90,3.04,0.00,0.00,0.00,2024-07-30,2024-08-05,1
20240723,MA,91.24,8.76,0.00,0.00,0.00,0.00,2024-07-23,2024-07-29,1
20240716,MA,81.53,18.47,0.00,0.00,0.00,0.00,2024-07-16,2024-07-22,1
20240709,MA,73.49,26.51,0.00,0.00,0.00,0.00,2024-07-09,2024-07-15,1
20240702,MA,79.58,20.42,0.00,0.00,0.00,0.00,2024-07-02,2024-07-08,1
20240625,MA,83.61,16.39,0.00,0.00,0.00,0.00,2024-06-25,2024-07-01,1
20240618,MA,81.97,18.03,0.00,0.00,0.00,0.00,2024-06-18,2024-06-24,1
20240611,MA,89.84,10.16,0.00,0.00,0.00,0.00,2024-06-11,2024-06-17,1
20240604,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-04,2024-06-10,1
20240528,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-28,2024-06-03,1
20240521,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-21,2024-05-27,1
20240514,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-14,2024-05-20,1
20240507,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-07,2024-05-13,1
20240430,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-30,2024-05-06,1
20240423,MA,99.41,0.59,0.00,0.00,0.00,0.00,2024-04-23,2024-04-29,1
20240416,MA,99.41,0.59,0.00,0.00,0.00,0.00,2024-04-16,2024-04-22,1
20240409,MA,99.41,0.59,0.59,0.00,0.00,0.00,2024-04-09,2024-04-15,1
20240402,MA,99.41,0.59,0.59,0.00,0.00,0.00,2024-04-02,2024-04-08,1
20240326,MA,99.41,0.59,0.59,0.00,0.00,0.00,2024-03-26,2024-04-01,1
20240319,MA,99.41,0.59,0.59,0.00,0.00,0.00,2024-03-19,2024-03-25,1
20240312,MA,99.41,0.59,0.59,0.00,0.00,0.00,2024-03-12,2024-03-18,1
20240305,MA,99.41,0.59,0.59,0.00,0.00,0.00,2024-03-05,2024-03-11,1
20240227,MA,98.28,1.72,0.59,0.00,0.00,0.00,2024-02-27,2024-03-04,1
20240220,MA,98.28,1.72,0.59,0.00,0.00,0.00,2024-02-20,2024-02-26,1
20240213,MA,96.53,3.47,1.72,0.59,0.00,0.00,2024-02-13,2024-02-19,1
20240206,MA,96.53,3.47,1.72,0.59,0.00,0.00,2024-02-06,2024-02-12,1
20240130,MA,96.53,3.47,1.72,1.71,0.00,0.00,2024-01-30,2024-02-05,1
20240123,MA,96.53,3.47,1.72,1.71,0.00,0.00,2024-01-23,2024-01-29,1
20240116,MA,96.53,3.47,1.72,1.71,0.00,0.00,2024-01-16,2024-01-22,1
20240109,MA,95.63,4.37,1.75,1.71,0.00,0.00,2024-01-09,2024-01-15,1
20240102,MA,95.63,4.37,1.77,1.77,0.00,0.00,2024-01-02,2024-01-08,1
20231226,MA,95.63,4.37,1.72,0.00,0.00,0.00,2023-12-26,2024-01-01,1
20231219,MA,95.63,4.37,1.72,0.00,0.00,0.00,2023-12-19,2023-12-25,1
20231212,MA,95.63,4.37,0.00,0.00,0.00,0.00,2023-12-12,2023-12-18,1
20231205,MA,95.63,4.37,0.00,0.00,0.00,0.00,2023-12-05,2023-12-11,1
20231128,MA,95.63,4.37,0.00,0.00,0.00,0.00,2023-11-28,2023-12-04,1
20231121,MA,95.63,4.37,0.00,0.00,0.00,0.00,2023-11-21,2023-11-27,1
20231114,MA,95.63,4.37,0.00,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,MA,98.28,1.72,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20230725,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-25,2023-07-31,1
20230718,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-18,2023-07-24,1
20230711,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-11,2023-07-17,1
20230704,MA,95.75,4.25,0.00,0.00,0.00,0.00,2023-07-04,2023-07-10,1
20230627,MA,81.54,18.46,0.00,0.00,0.00,0.00,2023-06-27,2023-07-03,1
20230620,MA,79.56,20.44,0.00,0.00,0.00,0.00,2023-06-20,2023-06-26,1
20230613,MA,59.32,40.68,0.00,0.00,0.00,0.00,2023-06-13,2023-06-19,1
20230606,MA,79.28,20.72,0.00,0.00,0.00,0.00,2023-06-06,2023-06-12,1
20230530,MA,75.28,24.72,0.00,0.00,0.00,0.00,2023-05-30,2023-06-05,1
20230523,MA,84.78,15.22,0.00,0.00,0.00,0.00,2023-05-23,2023-05-29,1
20230516,MA,75.57,24.43,0.00,0.00,0.00,0.00,2023-05-16,2023-05-22,1
20230509,MA,75.57,24.43,0.00,0.00,0.00,0.00,2023-05-09,2023-05-15,1
20230502,MA,49.68,50.32,0.22,0.00,0.00,0.00,2023-05-02,2023-05-08,1
20230425,MA,46.76,53.24,0.22,0.00,0.00,0.00,2023-04-25,2023-05-01,1
20230418,MA,45.85,54.15,0.00,0.00,0.00,0.00,2023-04-18,2023-04-24,1
20230411,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-11,2023-04-17,1
20230404,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-04,2023-04-10,1
20230328,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-28,2023-04-03,1
20230321,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-21,2023-03-27,1
20230314,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-14,2023-03-20,1
20230307,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-07,2023-03-13,1
20230228,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-28,2023-03-06,1
20230221,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-21,2023-02-27,1
20230214,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-14,2023-02-20,1
20230207,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-07,2023-02-13,1
20230131,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-31,2023-02-06,1
20230124,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-24,2023-01-30,1
20230117,MA,81.49,18.51,0.00,0.00,0.00,0.00,2023-01-17,2023-01-23,1
20230110,MA,60.21,39.79,0.00,0.00,0.00,0.00,2023-01-10,2023-01-16,1
20230103,MA,48.83,51.17,0.00,0.00,0.00,0.00,2023-01-03,2023-01-09,1
20221227,MA,48.83,51.17,0.00,0.00,0.00,0.00,2022-12-27,2023-01-02,1
20221220,MA,48.87,51.13,9.05,0.00,0.00,0.00,2022-12-20,2022-12-26,1
20221213,MA,36.65,63.35,9.05,3.36,0.00,0.00,2022-12-13,2022-12-19,1
20221206,MA,30.12,69.88,13.34,3.36,0.00,0.00,2022-12-06,2022-12-12,1
20221129,MA,30.12,69.88,13.34,3.36,0.00,0.00,2022-11-29,2022-12-05,1
20221122,MA,47.76,52.24,11.50,3.36,0.00,0.00,2022-11-22,2022-11-28,1
20221115,MA,40.90,59.10,12.37,4.84,0.00,0.00,2022-11-15,2022-11-21,1
20221108,MA,39.15,60.85,14.17,4.84,0.00,0.00,2022-11-08,2022-11-14,1
20221101,MA,39.15,60.85,14.17,4.84,0.00,0.00,2022-11-01,2022-11-07,1
20221025,MA,38.64,61.36,16.92,4.84,0.00,0.00,2022-10-25,2022-10-31,1
20221018,MA,12.27,87.73,41.32,6.53,0.00,0.00,2022-10-18,2022-10-24,1
20221011,MA,0.00,100.00,87.77,27.76,3.51,0.00,2022-10-11,2022-10-17,1
20221004,MA,0.00,100.00,92.02,39.32,3.51,0.00,2022-10-04,2022-10-10,1
20220927,MA,0.00,100.00,94.26,39.32,3.51,0.00,2022-09-27,2022-10-03,1
20220920,MA,0.00,100.00,100.00,71.91,6.77,0.00,2022-09-20,2022-09-26,1
20220913,MA,0.00,100.00,100.00,85.71,8.69,0.00,2022-09-13,2022-09-19,1
20220906,MA,0.00,100.00,100.00,86.02,8.69,0.00,2022-09-06,2022-09-12,1
20220830,MA,0.00,100.00,100.00,93.98,38.35,0.00,2022-08-30,2022-09-05,1
20220823,MA,0.00,100.00,100.00,96.08,39.48,0.00,2022-08-23,2022-08-29,1
20220816,MA,0.00,100.00,100.00,94.49,39.48,0.00,2022-08-16,2022-08-22,1
20220809,MA,0.00,100.00,95.23,55.58,24.50,0.00,2022-08-09,2022-08-15,1
20220802,MA,0.00,100.00,95.23,57.21,0.00,0.00,2022-08-02,2022-08-08,1
20220726,MA,0.00,100.00,93.75,43.78,0.00,0.00,2022-07-26,2022-08-01,1
20220719,MA,0.03,99.97,94.34,26.47,0.00,0.00,2022-07-19,2022-07-25,1
20220712,MA,0.07,99.93,80.92,21.25,0.00,0.00,2022-07-12,2022-07-18,1
20220705,MA,1.99,98.01,75.66,0.00,0.00,0.00,2022-07-05,2022-07-11,1
20220628,MA,3.32,96.68,74.62,0.00,0.00,0.00,2022-06-28,2022-07-04,1
20220621,MA,6.70,93.30,24.64,0.00,0.00,0.00,2022-06-21,2022-06-27,1
20220614,MA,15.66,84.34,24.64,0.00,0.00,0.00,2022-06-14,2022-06-20,1
20220607,MA,15.66,84.34,29.72,0.00,0.00,0.00,2022-06-07,2022-06-13,1
20220531,MA,26.14,73.86,29.72,0.00,0.00,0.00,2022-05-31,2022-06-06,1
20220524,MA,34.01,65.99,22.65,0.00,0.00,0.00,2022-05-24,2022-05-30,1
20220517,MA,51.72,48.28,0.00,0.00,0.00,0.00,2022-05-17,2022-05-23,1
20220510,MA,86.48,13.52,0.00,0.00,0.00,0.00,2022-05-10,2022-05-16,1
20220503,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-03,2022-05-09,1
20220426,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-26,2022-05-02,1
20220419,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-19,2022-04-25,1
20220412,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-12,2022-04-18,1
